episode,reward,steps
634,-1.9999999999999982,10
635,-11.0,10
636,-12.5,25
637,-10.5,5
638,-10.299999999999999,15
639,-4.899999999999985,50
640,-11.0,10
641,-11.0,10
642,-10.5,5
643,1.0999999999999996,20
644,2.2000000000000046,20
645,-0.7999999999999989,20
646,-12.0,20
647,-10.5,5
648,-10.5,5
649,-2.9999999999999973,15
650,0.40000000000000213,15
651,-8.299999999999997,45
652,-2.6999999999999984,10
653,1.2000000000000028,20
654,-11.0,10
655,-9.5,20
656,-4.6,15
657,-2.9999999999999982,20
658,2.8000000000000025,20
659,1.8000000000000025,15
660,6.399999999999997,35
661,2.200000000000003,20
662,-2.5999999999999988,15
663,-10.5,5
664,-9.2,20
665,-0.9999999999999982,20
666,3.5,20
667,-10.2,5
668,-9.9,5
669,-4.099999999999999,20
670,-8.1,10
671,-10.5,5
672,-9.1,15
673,-6.1,10
674,-10.5,5
675,-8.6,15
676,-4.3,15
677,-11.0,10
678,-10.7,10
679,12.499999999999991,35
680,3.200000000000001,20
681,-7.8999999999999995,5
682,-4.3999999999999995,20
683,-10.5,5
684,-5.899999999999993,30
685,-6.8999999999999995,20
686,-9.0,15
687,-11.5,15
688,20.699999999999974,50
689,16.499999999999986,65
690,-0.5,20
691,-10.2,20
692,-9.299999999999999,15
693,-11.0,10
694,3.5000000000000036,20
695,-9.7,15
696,-11.5,15
697,-9.9,15
698,6.999999999999998,35
699,6.3000000000000025,20
700,-11.5,15
701,-11.0,10
702,0.5,20
703,6.799999999999995,35
704,-10.5,5
705,-4.299999999999999,15
706,-9.1,15
707,5.600000000000003,20
708,-10.5,5
709,-12.5,25
710,-3.1999999999999984,15
711,-10.5,5
712,-10.2,5
713,12.799999999999988,35
714,0.6000000000000032,20
715,-10.5,5
716,-11.0,10
717,-10.2,5
718,-11.0,10
719,4.900000000000002,20
720,-3.3999999999999986,20
721,-1.299999999999999,20
722,-5.8,10
723,-4.6,15
724,-11.299999999999999,25
725,-3.1999999999999984,15
726,-10.5,5
727,-7.699999999999997,45
728,-11.2,15
729,-9.6,5
730,-11.5,15
731,-2.3999999999999977,15
732,-0.39999999999999325,30
733,-8.5,15
734,-3.799999999999998,15
735,-6.6,20
736,-1.6999999999999975,15
737,-10.5,5
738,-11.0,10
739,-3.5999999999999988,15
740,-7.5,20
741,-11.0,10
742,-10.1,20
743,-7.199999999999999,15
744,-7.5,15
745,1.8000000000000025,15
746,-10.5,5
747,-10.5,5
748,-11.0,10
749,0.5,20
750,-0.29999999999999716,15
751,-10.4,10
752,1.8000000000000025,15
753,-10.5,5
754,-10.2,5
755,0.40000000000000036,15
756,-1.6999999999999975,15
757,-10.5,5
758,-9.6,5
759,7.699999999999987,45
760,-7.9,10
761,5.799999999999999,35
762,-11.5,15
763,-7.1,15
764,-10.2,15
765,-11.0,10
766,-4.099999999999999,10
767,-10.5,5
768,-6.0,15
769,-11.5,15
770,-1.5,35
771,4.200000000000001,20
772,-10.5,5
773,0.1999999999999993,20
774,-9.6,25
775,-10.5,5
776,-1.0,15
777,-9.299999999999999,5
778,-1.0999999999999943,30
779,-10.5,5
780,-8.9,30
781,1.8000000000000025,15
782,3.5000000000000018,20
783,-1.399999999999995,30
784,-11.5,15
785,1.6000000000000032,20
786,-5.1,15
787,1.4000000000000004,20
788,-10.5,5
789,-10.5,5
790,-12.5,25
791,-9.299999999999999,5
792,-10.9,15
793,-10.5,5
794,-11.0,10
795,-11.5,15
796,-1.799999999999999,20
797,-11.0,10
798,-8.9,10
799,-10.1,10
800,-4.999999999999999,15
801,-8.0,15
802,-11.0,10
803,-6.6,15
804,-2.3999999999999977,15
805,-2.299999999999997,25
806,-10.5,5
807,1.400000000000004,35
808,-10.5,5
809,-10.2,5
810,2.5000000000000036,15
811,-11.0,10
812,-7.1,20
813,4.800000000000004,35
814,0.5000000000000018,20
815,2.5000000000000036,15
816,1.1000000000000014,15
817,-6.0,15
818,-10.5,5
819,-9.7,15
820,-9.0,20
821,1.8000000000000025,15
822,8.699999999999994,45
823,-6.699999999999999,15
824,-9.5,20
825,-2.599999999999998,15
826,-8.6,5
827,-10.5,5
828,-0.9999999999999982,15
829,-9.7,10
830,-10.5,5
831,-9.299999999999999,5
832,15.299999999999985,40
833,-12.5,25
834,1.1000000000000014,15
835,13.199999999999983,40
836,-10.7,10
837,-13.0,30
838,-10.7,10
839,16.699999999999974,50
840,-1.6999999999999993,20
841,8.299999999999992,50
842,-9.299999999999999,5
843,-11.0,10
844,-5.3,20
845,-5.499999999999999,20
846,-10.5,5
847,-5.3999999999999995,10
848,-2.9999999999999973,15
849,-11.0,10
850,-12.5,25
851,-10.5,5
852,1.3999999999999968,20
853,3.5000000000000018,20
854,2.5000000000000036,15
855,0.7000000000000028,20
856,-3.1999999999999957,35
857,-4.599999999999999,20
858,-8.6,5
859,-10.5,5
860,-0.5999999999999979,20
861,-10.1,25
862,-5.799999999999999,15
863,-10.5,5
864,-6.199999999999999,10
865,-11.5,15
866,-10.5,5
867,-7.199999999999999,5
868,-11.0,10
869,-11.0,10
870,-3.3999999999999986,20
871,-10.5,5
872,-10.5,5
873,-10.5,5
874,-6.3999999999999995,15
875,-4.199999999999998,20
876,-2.9999999999999982,15
877,-10.5,5
878,-10.5,5
879,-5.499999999999999,10
880,-10.4,10
881,-2.3999999999999977,15
882,0.09999999999999787,20
883,1.5,20
884,-8.5,20
885,-10.7,10
886,-10.5,5
887,5.600000000000003,20
888,-4.199999999999999,20
889,-11.5,15
890,-10.5,5
891,-7.199999999999999,5
892,-0.3000000000000007,15
893,-10.5,5
894,-8.1,10
895,4.200000000000005,20
896,-0.4999999999999982,20
897,-11.0,10
898,-10.5,5
899,-11.5,15
900,-11.5,15
901,-10.5,5
902,6.500000000000002,35
903,10.799999999999988,40
904,-10.5,5
905,-3.099999999999998,20
906,-11.0,10
907,-6.299999999999999,15
908,-12.5,25
909,-11.0,10
910,-11.5,15
911,-7.1,10
912,-4.299999999999995,25
913,-3.8999999999999995,20
914,17.799999999999983,50
915,-11.5,15
916,0.40000000000000213,15
917,-10.5,5
918,7.799999999999981,50
919,4.300000000000004,45
920,-11.0,10
921,-10.5,5
922,-10.9,15
923,-10.5,5
924,-10.5,5
925,-11.2,15
926,2.200000000000001,20
927,-10.5,5
928,-4.799999999999995,25
929,-11.299999999999999,25
930,-10.5,5
931,5.600000000000005,20
932,-7.6,20
933,-8.8,20
934,-11.0,10
935,-7.3999999999999995,10
936,-10.5,5
937,-10.5,5
938,-6.1,20
939,-10.5,5
940,-10.5,5
941,-7.499999999999999,10
942,-10.5,5
943,-1.9999999999999982,15
944,-9.9,5
945,-11.0,10
946,1.0999999999999979,35
947,-0.4999999999999982,20
948,1.9000000000000021,20
949,-11.5,15
950,4.900000000000004,20
951,1.1000000000000014,15
952,1.6999999999999975,50
953,22.29999999999996,65
954,-11.0,10
955,-10.5,5
956,0.40000000000000213,15
957,-11.5,15
958,2.8000000000000007,20
959,-7.699999999999999,15
960,-9.9,5
961,-0.8999999999999986,15
962,-6.399999999999999,15
963,-0.9999999999999982,20
964,1.1000000000000032,15
965,-4.799999999999999,20
966,-9.6,5
967,-1.0999999999999979,20
968,-8.2,10
969,4.099999999999998,35
970,-10.5,5
971,-10.7,10
972,-10.5,5
973,-2.8999999999999977,20
974,-1.0999999999999979,20
975,-9.1,10
976,-5.599999999999999,20
977,-10.5,5
978,-1.9999999999999964,20
979,-9.1,15
980,-10.5,5
981,-1.6999999999999975,20
982,-0.29999999999999716,15
983,-11.5,15
984,-1.0,15
985,-11.0,10
986,-10.2,5
987,11.499999999999988,40
988,-7.0,15
989,-5.199999999999999,20
990,-10.5,5
991,-2.6999999999999957,35
992,-12.5,25
993,-11.2,15
994,-7.6,25
995,17.899999999999977,50
996,18.99999999999998,50
997,-10.5,5
998,7.899999999999997,45
999,-11.0,10
1000,-3.799999999999999,15
1001,-10.5,5
1002,-7.6,20
1003,1.0999999999999979,35
1004,4.200000000000003,20
1005,-11.5,15
1006,4.099999999999998,35
1007,-4.399999999999999,20
1008,9.699999999999983,35
1009,-11.0,10
1010,-3.3999999999999977,20
1011,-11.5,15
1012,-6.6,20
1013,-11.5,15
1014,-1.5999999999999979,15
1015,7.499999999999995,45
1016,-0.3000000000000007,20
1017,-9.9,20
1018,-3.3999999999999977,20
1019,4.900000000000002,20
1020,-0.49999999999998934,45
1021,-11.0,10
1022,-0.29999999999999716,15
1023,-12.5,25
1024,0.40000000000000213,15
1025,-8.6,15
1026,-2.299999999999998,20
1027,-11.5,15
1028,-4.999999999999999,15
1029,10.099999999999978,50
1030,-3.5999999999999988,15
1031,-10.5,5
1032,-10.5,5
1033,-6.699999999999999,15
1034,-5.199999999999996,35
1035,16.999999999999986,40
1036,1.8000000000000025,20
1037,-5.2,20
1038,5.4999999999999964,40
1039,-10.5,5
1040,-1.3999999999999986,20
1041,17.399999999999984,45
1042,-13.0,30
1043,-10.5,5
1044,-10.5,5
