episode,reward,steps
863,6.80000000000001,110
864,0.5,50
865,19.799999999999912,110
866,-2.399999999999997,20
867,-0.2999999999999883,65
868,-5.999999999999994,25
869,-11.0,10
870,-11.0,10
871,17.699999999999967,120
872,-11.5,15
873,-13.8,50
874,-12.600000000000001,50
875,-11.9,25
876,-12.1,30
877,22.099999999999937,245
878,-10.2,5
879,-7.200000000000003,80
880,-12.700000000000001,30
881,-10.5,5
882,-1.4999999999999893,90
883,12.599999999999971,130
884,26.099999999999937,145
885,-5.699999999999986,50
886,-0.9999999999999982,100
887,-10.2,55
888,-11.0,10
889,-6.899999999999999,15
890,-8.9,20
891,12.999999999999991,75
892,1.6000000000000103,170
893,-0.1999999999999975,80
894,29.899999999999935,300
895,-12.0,20
896,-7.9,30
897,-5.499999999999995,70
898,0.6000000000000068,80
899,-8.1,15
900,-11.0,10
901,14.99999999999997,145
902,-13.0,30
903,-10.5,5
904,-10.5,5
905,-11.2,15
906,-12.0,20
907,2.700000000000019,125
908,-11.0,10
909,-6.200000000000003,105
910,4.800000000000011,50
911,-11.0,10
912,-10.5,5
913,-11.8,45
914,-11.600000000000001,35
915,1.000000000000007,60
916,0.40000000000000036,70
917,-9.8,30
918,6.599999999999939,150
919,-11.4,20
920,11.500000000000005,160
921,0.7000000000000135,150
922,-3.799999999999997,20
923,7.000000000000002,70
924,-11.700000000000001,50
925,-11.0,10
926,11.799999999999953,90
927,-10.2,20
928,5.500000000000023,160
929,-1.5999999999999819,100
930,-7.0,30
931,-6.700000000000001,65
932,-1.3999999999999986,65
933,-7.6,20
934,23.799999999999883,235
935,-10.5,5
936,2.0000000000000107,70
937,2.6999999999999957,50
938,16.3999999999999,140
939,-3.1999999999999957,60
940,-8.8,10
941,-3.199999999999995,70
942,-7.4,50
943,-10.4,10
944,11.099999999999957,85
945,-10.8,30
946,2.9000000000000288,150
947,-12.4,30
948,13.500000000000002,110
949,-4.499999999999992,30
950,11.799999999999988,70
951,-11.700000000000001,50
952,-7.5,20
953,-11.0,10
954,-8.9,5
955,-0.3000000000000007,120
956,30.799999999999947,240
957,26.899999999999864,200
958,-10.7,25
959,0.10000000000000853,70
960,-9.2,5
961,-8.800000000000002,40
962,-4.599999999999975,85
963,11.39999999999999,80
964,-2.8999999999999986,15
965,21.599999999999874,180
966,-9.200000000000001,40
967,2.8000000000000043,70
968,12.99999999999986,170
969,17.999999999999922,110
970,-7.5,30
971,-13.0,30
972,-7.299999999999997,30
973,-2.299999999999997,60
974,-5.799999999999998,50
975,3.1000000000000014,90
976,1.1000000000000014,65
977,-10.5,5
978,-3.9999999999999813,150
979,-10.5,5
980,-12.0,20
981,2.0000000000000036,100
982,-9.4,10
983,-8.400000000000002,30
984,-6.899999999999999,80
985,-6.699999999999999,30
986,3.2000000000000153,65
987,-8.700000000000001,20
988,-10.5,5
989,-13.700000000000001,40
990,-4.799999999999994,40
991,-11.2,30
992,9.999999999999966,180
993,-6.5,100
994,3.200000000000035,170
995,-6.499999999999996,30
996,-1.1999999999999655,110
997,-10.5,5
998,-11.7,20
999,-12.1,30
1000,47.399999999999956,300
1001,-12.1,30
1002,-11.7,20
1003,-7.300000000000002,50
1004,-7.5,35
1005,-11.7,20
1006,14.29999999999992,170
1007,9.000000000000012,215
1008,-7.1,10
1009,-9.0,80
1010,-11.1,40
1011,-10.1,10
1012,-11.0,10
1013,-10.7,10
1014,-8.6,40
1015,-10.4,10
1016,-7.1,20
1017,-6.099999999999998,30
1018,-6.400000000000002,50
1019,-8.900000000000002,40
1020,-9.9,30
1021,-12.2,25
1022,-11.1,20
1023,-9.3,20
1024,-5.199999999999999,50
1025,-5.199999999999997,60
1026,-10.5,30
1027,0.6000000000000139,120
